22.0	15.24	
22.0	45.72	
22.0	76.2	
22.0	15.24	
0.0	15.24	
0. 	45.72	
0.	76.2
0.	106.68	
0.	0.
0.	0.
0.	0.
0.	0.
0.	0.
0.	0.
0.	0.
0.	0.
